organization,top 3 repo,languages,ros_repos,name_parts,total_repos,mean_repo_stars,stars_count,active_repos,mean_half_year_commits,last_commit_days_ago_mean,is_active,num_topics,tag_density,topics_total,parsed_languages,num_languages,description,description_length,has_description,days_since_last_commit,avg_commits_per_month,recent_commit_score,activity_score,description_density,topics_per_language,cluster,company_type
milvusrobotics,"['mrp2_common', 'mrp2_robot', 'ros_opcua_communication', 'mrp2_docs', 'mrp2_simulator']","['JavaScript', 'Shell', 'MATLAB', 'Processing', 'M4', 'Python', 'Makefile', 'Arduino', 'C++', 'Lua', 'CMake', 'HTML', 'C', 'EmberScript', 'Dockerfile', 'Batchfile']","['ros_tutorials', 'ros_opcua_communication']","['mrp2', 'docs', 'mrp2', 'common', 'mrp2', 'robot', 'mrp2', 'simulator', 'mrp2', 'desktop', 'um7', 'mrp2_common', 'release', 'mrp2_desktop', 'release', 'mrp2_robot', 'release', 'mrp2_simulator', 'release', 'razor', 'imu', '9dof', 'ros', 'tutorials', 'mrp2', 'docs', 'tr', 'snap', 'map', 'icp', 'multimaster', 'fkie', 'roscpp', 'code', 'format', 'ros', 'opcua', 'communication', 'bloom', 'freeopcua', 'laser', 'filters']",20.0,0.3,6.0,0.0,0.0,2384.65,False,0.0,0.0,0.0,"{'CMake', 'Arduino', 'HTML', 'C++', '%', 'Lua', 'Python'}",7.0,,0,0,346.0,0.0,0.0028818443804034,0.0,0.0,0.0,0,archived
MindHome-Inc,"['pick_ik', 'deep_grasp_demo', 'moveit', 'racoon', 'ros2']","['Shell', 'JavaScript', 'Python', 'Makefile', 'Dylan', 'C++', 'TypeScript', 'C', 'CMake', 'HTML', 'GDB', 'TeX', 'NASL', 'PLSQL', 'Dockerfile', 'CSS']",['ros2'],"['pick', 'ik', 'deep', 'grasp', 'demo', 'moveit', 'racoon', 'ros2', 'core', 'developers.home', 'assistant', 'hass', 'config', 'LVM', 'jepa', 'moveit2']",11.0,0.0,0.0,0.0,0.0,921.7272727272727,False,0.0,0.0,0.0,"{'JavaScript', 'CSS', 'C++', '%', 'TypeScript', 'Python'}",6.0,Service Homes,13,1,423.0,0.0,0.0023584905660377,0.0,1.8571428571428568,0.0,2,niche_tech
MisoRobotics,"['fanuc-hmi-jointstreaming', 'rpi-linux-xenomai-build', 'node_director', 'xtion2_ros', 'usb_cam']","['PowerShell', 'JavaScript', 'Yacc', 'Makefile', 'HLSL', 'SWIG', 'Lex', 'Qt Script', 'C++', 'Scheme', 'R', 'Lua', 'CMake', 'HTML', 'Fortran', 'Ruby', 'Awk', 'XS', 'CSS', 'Java', 'M', 'Objective-C++', 'Standard ML', 'TeX', 'Perl', 'EmberScript', 'Pascal', 'Batchfile', 'Common Lisp', 'sed', 'LiveScript', 'Shell', 'Cuda', 'MATLAB', 'M4', 'OpenEdge ABL', 'Python', 'Perl 6', 'Objective-C', 'Roff', 'GDB', 'Assembly', 'PHP', 'Dockerfile', 'Pike', 'Rich Text Format', 'Swift', 'AppleScript', 'Gherkin', 'Tcl', 'C', 'C#', 'ShaderLab', 'Clojure', 'UnrealScript', 'Vim Script', 'Emacs Lisp']","['ros_comm', 'ros_emacs_utils', 'xtion2_ros']","['ur', 'modern', 'driver', 'universal', 'robot', 'usb', 'cam', 'ros', 'comm', 'node', 'director', 'fanuc', 'persistent', 'topics', 'fanuc', 'experimental', 'common', 'msgs', 'industrial', 'core', 'better', 'enums', 'rosbridge', 'suite', 'iai', 'kinect2', 'mutable', 'robot', 'state', 'publisher', 'ros', 'emacs', 'utils', 'xtion2', 'ros', 'web', 'video', 'server', 'unittest', 'cpp', 'C', 'Make', 'gscam', 'realsense', 'librealsense', 'image', 'pipeline', 'fanuc', 'hmi', 'jointstreaming', 'rpi', 'linux', 'xenomai', 'build', 'raspberrypi', 'linux', 'eigen', 'git', 'mirror', 'openrave', 'R', 'My', 'SQL', 'openrave', 'installation']",30.0,0.8333333333333334,25.0,1.0,0.2333333333333333,2086.1,False,0.0,0.0,0.0,"{'Shell', 'CMake', 'Emacs Lisp', 'C++', 'C', 'Python'}",6.0,,0,0,207.0,0.0388888888888888,0.0048076923076923,0.0001869658119658,0.0,0.0,0,archived
merlresearch,"['cocktail-fork-separation', 'hyper-unmix', 'PyRoboCOP', 'FoldingNet', 'SOCKET']","['Shell', 'MATLAB', 'Python', 'C++', 'Cython', 'Jupyter Notebook', 'C', 'CMake']",[],"['SOCKET', 'InSeGAN', 'ICCV2021', 'hierarchical', 'music', 'separation', 'partial', 'gcnn', 'kscore', 'Py', 'Robo', 'COP', 'cocktail', 'fork', 'separation', 'non', 'negative_dynamical_system', 'SSTL', 'Folding', 'Net', 'JGU', 'GODS', 'PEAC', 'KC', 'Net', 'discriminative', 'subspace', 'pooling', 'GNIGAN', 'FRPC', 'PCQM', 'RIDE', 'ROSETA', 'PQP', 'CISOR', 'hyper', 'unmix', 'Sound2', 'Sight', 'MC', 'PILCO', 'Adv', 'Con', 'OT', 'AVSGS', 'EBAD', '1b', 'CRB', 'SMART']",66.0,9.212121212121213,608.0,15.0,0.3636363636363636,542.7121212121212,False,0.0757575757575757,0.0757575757575757,5.0,"{'Jupyter Notebook', 'C++', 'MATLAB', '%', 'C', 'Python'}",6.0,Mitsubishi Electric Research Laboratories (MERL) is Mitsubishi Electric Corporation's North American research organization,122,1,94.0,0.0606060606060606,0.0105263157894736,0.0006379585326953,17.428571428571427,0.7142857142857143,2,niche_tech
mir-robots,"['Foxglove-MiR', 'MiR-URCaps-integration', 'netctl', 'grafanders']","['JavaScript', 'PowerShell', 'Makefile', 'MDX', 'Jinja', 'HTML', 'CSS', 'SCSS', 'Java', 'HCL', 'Shell', 'Mustache', 'Nearley', 'Python', 'Assembly', 'Dockerfile', 'Go', 'CUE', 'Rich Text Format', 'Smarty', 'Jsonnet', 'Starlark', 'TypeScript']",[],"['netctl', 'MiR', 'URCaps', 'integration', 'grafanders', 'Foxglove', 'MiR']",4.0,0.75,3.0,0.0,0.0,1197.5,False,0.0,0.0,0.0,"{'TypeScript', 'Shell', 'Python'}",3.0,"We produce and develop mobile robots for professional use in the industry, manufacturing companies and hospitals.",113,1,433.0,0.0,0.0023041474654377,0.0,28.25,0.0,2,niche_tech
4am-robotics,"['cob_driver', 'cob_common', 'cob_command_tools', 'cob_control', 'robmuxinator']","['Shell', 'Python', 'Makefile', 'C++', 'C', 'CMake', 'Nix', 'Batchfile']",[],"['cob', 'common', 'cob', 'driver', 'cob', 'command', 'tools', 'cob_common', 'release', 'cob_driver', 'release', 'cob_command_tools', 'release', 'cob', 'control', 'cob_control', 'release', 'pointcloud', 'to', 'laserscan', 'cob', 'fiducials', 'robmuxinator', 'cob_fiducials', 'release', 'vcstool']",26.0,19.23076923076923,500.0,8.0,2.769230769230769,353.0769230769231,True,0.2307692307692307,0.2307692307692307,6.0,"{'C++', 'Python', '%', 'CMake'}",4.0,Autonomous Mobile Robots,24,1,73.0,0.4615384615384615,0.0135135135135135,0.0062370062370062,4.8,1.2,2,niche_tech
MORAI-Autonomous,"['MORAI-ROS_morai_msgs', 'MORAI-ROS2_morai_msgs', 'MORAI-DriveExample_ROS', 'MORAI-RoboticsExample', 'MORAI-Example_WeGo']","['Shell', 'Python', 'C++', 'Jupyter Notebook', 'Lua', 'CMake', 'HTML', 'C#', 'Dockerfile']",['MORAI_ROS_NetworkModule'],"['MORAI', 'RoboticsExample', 'tutorials', 'external', 'MORAI', 'ADModule', 'MORAI', 'MGeoModule', 'MORAI', 'ROS_morai_msgs', 'MORAI', 'DriveExample_ROS', 'MORAI', 'DriveExample_UDP', 'MORAI', 'ROS2_morai_msgs', 'MORAI', 'ROS2Example', 'morai', 'kit', 'grpc', 'docs', 'MORAI', 'SensorExample', 'MORAI', 'Example_WeGo', 'MSC', 'MORAI', 'DriveExample_GRPC', 'MORAI', 'UDP', 'NetworkModule', 'MORAI', 'ROS', 'NetworkModule']",17.0,2.0,34.0,7.0,0.8235294117647058,493.0,False,0.7647058823529411,0.7647058823529411,13.0,"{'CMake', 'Jupyter Notebook', 'HTML', 'C++', '%', 'C#', 'Python'}",7.0,MORAI Open Source Software,26,1,95.0,0.1372549019607843,0.0104166666666666,0.0014297385620915,3.25,1.625,2,niche_tech
motius,"['django-rest-recaptcha', 'django-gitlab-boilerplate', 'react-native-telephony-apis', 'vuforia-maze', 'dockerfiles_old']","['JavaScript', 'PowerShell', 'Kotlin', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Ruby', 'CSS', 'Java', 'Groovy', 'Objective-C++', 'Pascal', 'TeX', 'Smalltalk', 'Shell', 'Python', 'Objective-C', 'PHP', 'Dockerfile', 'Go', 'Swift', 'Smarty', 'C', 'C#', 'ShaderLab', 'Batchfile']",[],"['channels', 'react', 'native', 'image', 'picker', 'python', 'taiga', 'django', 'gitlab', 'boilerplate', 'drf', 'friendly', 'errors', 'soccarena', 'bot', 'react', 'native', 'fbsdk', 'react', 'native', 'windows', 'django', 'import', 'export', 'django', 'rest', 'recaptcha', 'react', 'native', 'telephony', 'apis', 'nginx', 'docker', 'env', 'vuforia', 'maze', 'slack', 'onboarding', 'bot', 'gitlab', 'ci', 'git', 'push', 'dockerfiles', 'old', 'django', 'inlinecss', 'eth', 'projecttribal', 'kotlin', 'native', 'kotlin', 'native', 'embedded', 'dockerfiles', 'Simple', 'WebSocket', 'Server', 'scs', 'core', 'kotlin', 'blinky', 'deep', 'soli', 'django', 'mass', 'edit', 'Reverse', 'Proxy', 'motius.github.io', 'ar', 'poi', 'cv', 'parser']",30.0,2.466666666666667,74.0,0.0,0.0,2714.833333333333,False,0.3333333333333333,0.3333333333333333,10.0,"{'JavaScript', 'Shell', 'Kotlin', 'Go', 'Java', 'C++', '%', 'C#', 'Lua', 'Python'}",10.0,Motius is a unique German R&D company. We solve technical problems and develop products for international customers.,116,1,2204.0,0.0,0.000453514739229,0.0,10.545454545454543,0.9090909090909092,2,niche_tech
NaioTechnologies,"['simulatoz', 'CanReader', 'camCapture', 'ApiCodec', 'ApiClient']","['Shell', 'JavaScript', 'RobotFramework', 'ApacheConf', 'Python', 'PHP', 'CSS', 'C++', 'QMake', 'C', 'CMake', 'HTML', 'GLSL', 'Batchfile', 'Java']",[],"['Can', 'Reader', 'Diagn', 'Oztic', 'Object', 'Tracker', 'cam', 'Capture', 'qt', 'Application', 'M', 'Meteo', 'Server', 'M', 'Meteo', 'Persistence', 'M', 'Meteo', 'Manager', 'M', 'Meteo', 'Api', 'Codec', 'Api', 'Client', 'M', 'Meteo', 'Sigfox', 'docker', 'apt', 'cacher', '', '', 'deprecated', '', 'docker', 'images', 'kalman', 'tuning', 'simulatoz', 'naio', 'docker', 'Naio', 'Companion', 'kacanopen', 'cmake', 'modules']",20.0,0.35,7.0,0.0,0.0,2932.0,False,0.0,0.0,0.0,"{'Shell', 'CMake', 'PHP', 'Java', 'C++', '%', 'Python'}",7.0,,0,0,854.0,0.0,0.0011695906432748,0.0,0.0,0.0,0,archived
naturerobots,"['mesh_navigation', 'move_base_flex', 'mesh_tools', 'mesh_navigation_tutorials', 'mbf_tutorials']","['JavaScript', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Sass', 'Ruby', 'CSS', 'Groovy', 'Vue', 'EmberScript', 'Nix', 'Shell', 'Julia', 'Cuda', 'Python', 'Objective-C', 'Dockerfile', 'TypeScript', 'C']","['ros_controllers', 'ouster-ros']","['organized', 'fast', 'mesh', 'move', 'base', 'flex', 'mesh', 'tools', 'mbf', 'tools', 'mesh', 'navigation', 'mbf', 'recovery', 'behaviors', 'open3d', 'scripts', 'acorn', 'robot', 'mbf', 'docs', 'mbf', 'tutorials', 'rosdistro', 'buildfarm', 'jobs', 'buildfarm', 'jobs', 'config', 'ros', 'controllers', 'HSOS', 'SEP', 'PlantMap', '2022', 'robot', 'pose', 'pluto', 'maps', 'robot', 'state', 'publisher', 'ouster', 'ros', 'lvr2', 'mesh', 'navigation', 'tutorials', 'GLN', 'S.jl', 'github', 'automation', 'public', 'mesh', 'navigation', 'docs']",24.0,57.91666666666666,1390.0,7.0,4.0,997.625,False,1.125,1.125,27.0,"{'Vue', 'C++', '%', 'Julia', 'Lua', 'Python'}",6.0,,0,0,112.0,0.6666666666666666,0.0088495575221238,0.0058997050147492,0.0,3.857142857142857,0,archived
nearthlab,"['SiamMaskCpp', 'image-segmentation', 'smart-labeller', 'github-naming-rule', 'detectron2']","['PowerShell', 'JavaScript', 'Yacc', 'Makefile', 'Lex', 'C++', 'Lua', 'CMake', 'HTML', 'Jinja', 'CSS', 'SCSS', 'Java', 'Groovy', 'Processing', 'Pascal', 'Perl', 'EmberScript', 'Jupyter Notebook', 'Nix', 'Shell', 'MATLAB', 'Cuda', 'M4', 'OpenEdge ABL', 'Python', 'Objective-C', 'GDB', 'Assembly', 'Dockerfile', 'Scilab', 'Io', 'TypeScript', 'C', 'C#', 'ShaderLab', 'Batchfile', 'Inno Setup']","['simulator-rotors-forked-ros', 'dji-guidance-sdk-ros', 'aerospace_px4_ros_com', 'ros2_serial']","['legacy', 'fc', 'px4', 'forked', 'cpp', 'fc', 'apm', 'cpp', 'github', 'naming', 'rule', 'simulator', 'rotors', 'forked', 'ros', 'dji', 'guidance', 'sdk', 'ros', 'Onboard', 'SDK', 'ecl', 'image', 'segmentation', 'rosconsole', 'smart', 'labeller', 'Siam', 'Mask', 'Cpp', 'detectron2', 'torch2trt', 'onnx', 'tensorrt', 'onnxruntime', 'libgphoto2', 'vision', 'opencv', 'Payload', 'SDK', 'Quad', 'Tree', 'Attention', 'Colosseum', 'uds', 'gimbal', 'py', 'parser', 'aerospace', 'px4', 'autopilot', 'aerospace', 'px4', 'ros', 'com', 'Open', 'Sf', 'M', 'ODM', 'ai', 'video', 'control', 'demo', 'ros2', 'serial']",27.0,6.703703703703703,181.0,2.0,1.4074074074074074,1686.6296296296296,False,0.7037037037037037,0.7037037037037037,19.0,"{'JavaScript', 'Jupyter Notebook', 'C++', '%', 'C', 'Python'}",6.0,,0,0,109.0,0.2345679012345679,0.009090909090909,0.0021324354657687,0.0,2.7142857142857144,0,archived
neobotix,"['neo_simulation', 'neo_kinematics_omnidrive', 'neo_mpo_500', 'neo_mpo_700', 'neo_navigation']","['Shell', 'Python', 'XML', 'C++', 'C', 'CMake']",[],"['neo', 'common', 'neo', 'apps', 'neo', 'navigation', 'neo', 'simulation', 'neo', 'control', 'neo', 'robot', 'descriptions', 'neo_driver', 'release', 'cob', 'driver', 'cob', 'robots', 'cob', 'extern', 'cob', 'common', 'cob', 'command', 'tools', 'neo', 'lhd', 'control', 'neo', 'locate', 'station', 'US', 'Board', 'neo', 'relayboard', 'v2', 'neo', 'usboard', 'neo', 'mpo', '500', 'neo', 'kinematics', 'mecanum', 'neo', 'msgs', 'neo', 'srvs', 'neo', 'mp', '400', 'neo', 'kinematics', 'differential', 'neo', 'mpo', '700', 'neo', 'mp', '500', 'neo', 'startracker', 'neo', 'teleop', 'neo', 'kinematics', 'omnidrive', 'neo', 'mm', '400', 'neo', 'mmo', '500']",30.0,4.566666666666666,137.0,0.0,0.0,2488.7,False,0.1333333333333333,0.1333333333333333,4.0,"{'C++', 'Python', '%', 'CMake'}",4.0,thinking forward,16,1,1056.0,0.0,0.0009460737937559,0.0,3.2,0.8,0,archived
neuromeka-robotics,"['indy-ros', 'moby-ros2', 'indy-ros2', 'ros_indy', 'neuromeka-clients']","['Shell', 'MATLAB', 'Python', 'C++', 'Objective-C', 'Jupyter Notebook', 'C', 'CMake', 'Lua', 'Dockerfile']","['ros_indy', 'indy-ros', 'indy-ros-examples', 'moby-ros2', 'indy-ros2', 'moby-ros']","['ros', 'indy', 'ros_indy', 'release', 'indy', 'indy', 'release', 'rosdistro', 'indy', 'toolbox', 'labview', 'toolbox', 'indy', 'ros', 'IndySDK', 'examples', 'indy', 'ros', 'examples', 'moby', 'ros2', 'neuromeka', 'clients', 'indy', 'ros2', 'nrmk', 'py', 'tools', 'neuromeka', 'package', 'moby', 'ros', 'neuromeka', 'il', 'neuromeka', 'isaac']",16.0,1.0,16.0,5.0,1.6875,1308.8,False,0.0,0.0,0.0,"{'CMake', 'Jupyter Notebook', '%', 'MATLAB', 'C++', 'Python'}",6.0,,0,0,115.0,0.28125,0.0086206896551724,0.0024245689655172,0.0,0.0,0,archived
nexuni,"['Famcy', 'FamcyTools', 'ackermann-drive-teleop', 'lightweight-robot-simulator', 'slam_gmapping']","['JavaScript', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Fortran', 'CSS', 'Java', 'M', 'Prolog', 'Pascal', 'Shell', 'MATLAB', 'Cuda', 'Python', 'OCaml', 'Objective-C', 'Dockerfile', 'C', 'C#', 'LabVIEW', 'Batchfile']","['zed-ros2-wrapper', 'radariq_mmwave_ros2_driver', 'isaac_ros_common', 'isaac_ros_nvblox', 'isaac_ros_apriltag', 'rtabmap_ros']","['Famcy', 'Famcy', 'Tools', 'ackermann', 'drive', 'teleop', 'lightweight', 'robot', 'simulator', 'slam', 'gmapping', 'apriltag', 'imgs', 'cmd', 'vel', 'mux', 'teleop', 'tools', 'simple', 'launch', 'Famcy', 'Docker', 'Dynamixel', 'SDK', 'navigation2', 'jetson', 'containers', 'zed', 'ros2', 'wrapper', 'ira', 'laser', 'tools', 'joystick', 'drivers', 'laser', 'filters', '2022', 'sp', 'intern', 'ublox', 'RTKLIB', 'kde', 'in', 'docker', 'radariq', 'mmwave', 'ros2', 'driver', 'yolov5', 'Yolov5', 'DeepSort', 'OSNet', 'isaac', 'ros', 'common', 'isaac', 'ros', 'nvblox', 'isaac', 'ros', 'apriltag', 'apriltag', 'msgs', 'rtabmap', 'ros', 'robot', 'state', 'publisher']",42.0,0.0238095238095238,1.0,4.0,4.785714285714286,1045.4146341463415,False,0.1904761904761904,0.1904761904761904,8.0,"{'Shell', 'JavaScript', 'Dockerfile', 'CMake', 'C++', '%', 'C#', 'TypeScript', 'C', 'Python'}",10.0,,0,0,119.0,0.7976190476190476,0.0083333333333333,0.0066468253968253,0.0,0.7272727272727273,0,archived
nfiniity,"['sample_ros_node', 'ros_etsi_its_msgs', 'vanetza', 'ros_slack_service', 'carla']","['Shell', 'JavaScript', 'Batchfile', 'Python', 'Makefile', 'C++', 'C', 'CMake', 'HTML', 'C#', 'Dockerfile', 'CSS']","['ros_slack_service', 'sample_ros_node', 'ros_etsi_its_msgs', 'ros-robotics-companies']","['ros', 'slack', 'service', 'vanetza', 'carla', 'sample', 'ros', 'node', 'ros', 'etsi', 'its', 'msgs', 'ros', 'robotics', 'companies']",6.0,1.0,6.0,0.0,0.0,695.0,False,4.666666666666667,4.666666666666667,28.0,"{'Shell', 'CMake', 'C++', '%', 'C', 'Python'}",6.0,,0,0,279.0,0.0,0.0035714285714285,0.0,0.0,4.0,0,archived
niryorobotics,"['niryo_one', 'niryo_one_ros', 'niryo_stepper', 'ned_ros', 'niryo_one_industrial_demonstrators']","['Stylus', 'JavaScript', 'Shell', 'MATLAB', 'Python', 'Makefile', 'CSS', 'C++', 'Objective-C', 'C', 'CMake', 'HTML', 'EmberScript', 'Dockerfile', 'Batchfile']","['niryo_one_ros', 'ned_ros', 'beta_ned_ros_doc']","['niryo', 'one', 'ros', 'niryo', 'stepper', 'niryo', 'one', 'niryo', 'one', 'matlab', 'niryo', 'one', 'industrial', 'demonstrators', 'robots.ros.org', 'niryo', 'stepper', 'conveyor', 'ned', 'ros', 'pyniryo', 'ned', 'ned', 'applications', 'pyniryo2', 'ned2', 'How', 'to', 'video', 'niryo', 'ros1', 'bridge', 'lerobot', 'ned3pro', 'beta', 'ned', 'ros', 'doc']",17.0,44.64705882352941,759.0,6.0,13.470588235294118,919.470588235294,False,0.5882352941176471,0.5882352941176471,10.0,"{'CMake', 'HTML', 'C++', 'MATLAB', '%', 'Python'}",6.0,,0,0,90.0,2.2450980392156863,0.0109890109890109,0.0246714070243482,0.0,1.4285714285714286,1,stable_growth
nobleo,"['rviz_satellite', 'xsens_mti_driver', 'ros2_performance', 'core_perception', 'ethercat_interface']","['Shell', 'Cuda', 'Python', 'Makefile', 'C++', 'QMake', 'Roff', 'C', 'CMake', 'HTML', 'EmberScript', 'Assembly', 'Ruby', 'PHP', 'Dockerfile', 'Batchfile']","['ros2_performance', 'ros2_performance_c_LET_executor', 'pacifica-dbw-ros', 'ros_canopen']","['rviz', 'satellite', 'ethercat', 'interface', 'industrial', 'ci', 'can', 'msgs', 'ros2', 'performance', 'ublox', 'gps', 'umd', 'ros2', 'performance', 'c', 'LET', 'executor', 'rclcpp', 'static', 'executor', 'rclcpp', 'ira', 'laser', 'tools', 'pacifica', 'dbw', 'ros', 'static', 'executor', 'rosmon', 'diagnostics', 'pegasus', 'gazebo', 'plugins', 'ros', 'canopen', 'rclcpp', 'executor', 'testbench', 'xsens', 'mti', 'driver', 'roboclaw', 'robot', 'localization', 'remote', 'rosbag', 'record', 'core', 'perception', 'build', 'velodyne', 'height', 'map', 'cross', 'compile', 'move', 'base', 'flex', 'rosdistro', 'teleop', 'tools', 'mobile', 'robot', 'simulator']",30.0,22.3,669.0,4.0,3.6,1412.3666666666666,True,0.0,0.0,0.0,"{'Shell', 'CMake', 'C++', 'C', 'Python'}",5.0,autonomous | intelligent | systems,34,1,74.0,0.6,0.0133333333333333,0.008,5.666666666666667,0.0,2,niche_tech
Nokia-Bell-Labs,"['papagei-foundation-model', 'CroSSL', 'salted-dnns', 'kaizen', 'data-centric-federated-learning']","['Shell', 'JavaScript', 'MATLAB', 'Python', 'Makefile', 'C++', 'Jupyter Notebook', 'C', 'CMake', 'HTML', 'Rust', 'Dockerfile', 'CSS']",[],"['Cro', 'SSL', 'kaizen', 'salted', 'dnns', 'data', 'centric', 'federated', 'learning', 'proof', 'as', 'a', 'service', 'tee', 'duet', 'olp', 'gnn', 'SS', 'Lfairness', 'zkstream', 'MASA', 'tools', 'for', 'IVAS', 'papagei', 'foundation', 'model', 'audio', 'class', 'discovery', 'data', 'channel', 'extension', 'pretrained', 'imu', 'encoders']",14.0,11.571428571428571,162.0,7.0,5.571428571428571,250.57142857142856,False,2.857142857142857,2.857142857142857,40.0,"{'Jupyter Notebook', 'C++', 'C', 'Rust', 'Python'}",5.0,Projects created by Nokia Bell Labs researchers to support their publications. ,79,1,90.0,0.9285714285714284,0.0109890109890109,0.010204081632653,13.166666666666666,6.666666666666667,2,niche_tech
NOKOV-MOCAP,"['mocap_nokov', 'vrpn_client_ros', 'libmotioncapture', 'MAVProxy', 'nokov-vm']","['JavaScript', 'Makefile', 'SWIG', 'C++', 'Lua', 'CMake', 'HTML', 'CSS', 'Java', 'Vue', 'HCL', 'Jupyter Notebook', 'TeX', 'Perl', 'Shell', 'M4', 'Python', 'Objective-C', 'Stylus', 'Tcl', 'C', 'Batchfile', 'Inno Setup']",['vrpn_client_ros'],"['libmotioncapture', 'crazyswarm', 'MAV', 'Proxy', 'PX4', 'user_guide', 'mocap', 'nokov', 'release', 'mocap', 'nokov', 'nokov', 'vm', 'vrpn', 'client', 'ros', 'nokov', 'vm', 'vmwork', 'motion', 'capture', 'tracking']",10.0,3.5,35.0,3.0,1.7,486.8,True,0.0,0.0,0.0,"{'Shell', 'Jupyter Notebook', 'C++', '%', 'Python'}",5.0,NOKOV是北京度量科技有限公司旗下产品，NOKOV（度量）光学三维动作捕捉系统，采用高性能红外镜头，获取被捕捉物亚毫米级别精度的三维坐标。,70,1,80.0,0.2833333333333333,0.0123456790123456,0.0034979423868312,11.666666666666666,0.0,2,niche_tech
numurus-nepi,"['nepi-engine', 'yolov5']","['Python', 'Shell', 'HTML', 'Dockerfile']",[],"['nepi', 'engine', 'yolov5']",2.0,0.0,0.0,1.0,8.5,296.5,False,5.0,5.0,10.0,"{'HTML', 'Python'}",2.0,"Numurus powers industrial AI and automation at the edge with NEPI Engine, a full-featured software platform for developers.",123,1,209.0,1.4166666666666667,0.0047619047619047,0.0067460317460317,41.0,3.333333333333333,2,niche_tech
NXTGEN-Robotics,"['rosbridge_suite', 'webviz', 'inertial-sense-ros', 'rslidar_sdk', 'ntrip_ros']","['Shell', 'JavaScript', 'Nearley', 'Python', 'Makefile', 'C++', 'TypeScript', 'TeX', 'CMake', 'HTML', 'C', 'GDB', 'NASL', 'Dockerfile', 'SCSS']","['inertial-sense-ros', 'ntrip_ros', 'zivid-ros']","['rosbridge', 'suite', 'webviz', 'inertial', 'sense', 'ros', 'rslidar', 'sdk', 'ntrip', 'ros', 'moveit', 'zivid', 'ros', 'gscam', 'ublox', 'f9p', 'ntrip', 'client']",10.0,0.0,0.0,0.0,0.0,1313.1,False,0.0,0.0,0.0,"{'C++', 'JavaScript', 'CMake', 'Python'}",4.0,NXTGEN Industry's Code Hub,26,1,502.0,0.0,0.0019880715705765,0.0,5.2,0.0,2,niche_tech
objectcomputing,"['mFAST', 'quickfast', 'TheAceOrb', 'MPC', 'check-ins']","['JavaScript', 'Yacc', 'Metal', 'Makefile', 'C++', 'CMake', 'HTML', 'Emacs Lisp', 'CSS', 'LLVM', 'Java', 'Groovy', 'Clarion', 'Zig', 'IDL', 'Svelte', 'Perl', 'Jupyter Notebook', 'TeX', 'Nix', 'Batchfile', 'Shell', 'Cuda', 'Gnuplot', 'Python', 'Perl 6', 'Objective-C', 'Groff', 'Dockerfile', 'Swift', 'Logos', 'Smarty', 'PostScript', 'Tcl', 'TypeScript', 'C', 'Max', 'C#', 'PLpgSQL', 'Lex']",[],"['m', 'FAST', 'quickfast', 'The', 'Ace', 'Orb', 'MPC', 'jbossws', 'native', 'current', 'emotion', 'Pulse', 'Survey', 'check', 'ins', 'Test', 'Automation', 'spas', 'with', 'svelte', 'and', 'micronaut', 'webinar', 'ml', 'ops', 'segment', 'anything', 'GEE', 'Geospatial', 'Workshop', 'llama.cpp', 'h2ogpt', 'text', 'generation', 'webui', 'groovy', 'status']",16.0,30.25,484.0,1.0,6.25,1235.3125,True,0.3125,0.3125,5.0,"{'JavaScript', 'Jupyter Notebook', 'Java', 'C++', '%', 'Perl', 'C', 'Python'}",8.0,,0,0,81.0,1.0416666666666667,0.0121951219512195,0.0127032520325203,0.0,0.5555555555555556,0,archived
ocadotechnology,"['aimmo', 'django-closuretree', 'rapid-router', 'codeforlife-portal', 'hexagonjs']","['JavaScript', 'Makefile', 'HLSL', 'HTML', 'Emacs Lisp', 'Ruby', 'Handlebars', 'CSS', 'Scala', 'SCSS', 'Java', 'CoffeeScript', 'Shell', 'Python', 'Objective-C', 'Dockerfile', 'Swift', 'Logos', 'TypeScript', 'C', 'C#', 'ShaderLab', 'Batchfile']",[],"['rapid', 'router', 'django', 'nuit', 'codeforlife', 'portal', 'django', 'closuretree', 'codeforlife', 'ios', 'jsh', 'aimmo', 'recruitment', 'task', 'skeleton', 'wry', 'hexagonjs', 'hexagonjs', 'site', 'django', 'xapp', 'render', 'codeforlife', 'deploy', 'appengine', 'quantumjs', 'Akka', 'Sim', 'Example', 'google', 'api', 'python', 'tools', 'rapid', 'router', 'unity', 'code', 'for', 'life', 'documentation', 'djshorty', 'newrelic', 'plugin', 'openldap', 'Snackbar', 'Aware', 'Move', 'Behavior', 'kubernetes', 'config', 'pinner', 'slack', 'archiver', 'kubernetes', 'chaosmonkey', 'etcd', 'dynamic', 'cluster', 'new', 'relic', 'java', 'agent', 'logstash', 'graceful', 'hc', 'proxy', 'newrelic', 'tools', 'docker', 'registry', 'deauth', 'conf']",30.0,13.233333333333333,397.0,4.0,6.6,2452.5172413793102,True,1.4,1.4,42.0,"{'JavaScript', 'Scala', 'CSS', 'CoffeeScript', 'Swift', 'Java', 'Makefile', 'Ruby', '%', 'C#', 'Python'}",11.0,Open source projects at Ocado Technology,40,1,73.0,1.1,0.0135135135135135,0.0148648648648648,3.333333333333333,3.5,2,niche_tech
